Ranking_Year,Institute_ID,Name,Rank,Score,City,State,PDF_URL,Program,Placement_Col_1,Placement_Col_2,Placement_Col_3,Placement_Col_4,Placement_Col_5,Placement_Col_6,Placement_Col_7,Placement_Col_8,Placement_Col_9,Placement_Col_10
2017,IR17-I-2-18243,Indian Institute of Science Bangalore,1,83.28,Bengaluru,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18243.pdf,Unknown Program,2015-16,PG [2 Years],49,0,1502000,,,,,
2017,IR17-I-2-18243,Indian Institute of Science Bangalore,1,83.28,Bengaluru,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18243.pdf,Unknown Program,2015-16,UG [4 Years],0,55,0,,,,,
2017,IR17-I-1-1-77,Indian Institute of Technology Madras,2,73.97,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-77.pdf,Unknown Program,2015-16,PG [2 Years],227,137,893000,,,,,
2017,IR17-I-1-1-77,Indian Institute of Technology Madras,2,73.97,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-77.pdf,Unknown Program,2015-16,PG [3 Years],56,33,900000,,,,,
2017,IR17-I-1-1-77,Indian Institute of Technology Madras,2,73.97,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-77.pdf,Unknown Program,2015-16,UG [4 Years],216,114,1000000,,,,,
2017,IR17-I-1-1-77,Indian Institute of Technology Madras,2,73.97,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-77.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],5,11,561000,,,,,
2017,IR17-I-1-1-77,Indian Institute of Technology Madras,2,73.97,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-77.pdf,Unknown Program,2015-16,UG [5 Years],207,87,1000000,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,PG [1 Years],0,0,0,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,PG [2 Years],433,69,751733,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,PG [3 Years],0,0,0,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,UG [3 Years],0,0,0,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,UG [4 Years],397,104,880000,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],11,9,900000,,,,,
2017,IR17-I-2-18633,Indian Institute of Technology Bombay,3,71.78,Mumbai,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18633.pdf,Unknown Program,2015-16,UG [5 Years],188,50,900000,,,,,
2017,IR17-I-2-18630,Indian Institute of Technology Kharagpur,4,68.43,Kharagpur,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18630.pdf,Unknown Program,2015-16,PG [2 Years],510,66,905000,,,,,
2017,IR17-I-2-18630,Indian Institute of Technology Kharagpur,4,68.43,Kharagpur,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18630.pdf,Unknown Program,2015-16,PG [3 Years],0,0,0,,,,,
2017,IR17-I-2-18630,Indian Institute of Technology Kharagpur,4,68.43,Kharagpur,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18630.pdf,Unknown Program,2015-16,UG [3 Years],20,0,725000,,,,,
2017,IR17-I-2-18630,Indian Institute of Technology Kharagpur,4,68.43,Kharagpur,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18630.pdf,Unknown Program,2015-16,UG [4 Years],468,54,1102702,,,,,
2017,IR17-I-2-18630,Indian Institute of Technology Kharagpur,4,68.43,Kharagpur,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18630.pdf,Unknown Program,2015-16,UG [5 Years],592,82,1137000,,,,,
2017,IR17-I-2-1-79,Indian Institute of Technology Delhi,5,64.18,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-79.pdf,Unknown Program,2015-16,PG [2 Years],298,58,1264236,,,,,
2017,IR17-I-2-1-79,Indian Institute of Technology Delhi,5,64.18,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-79.pdf,Unknown Program,2015-16,PG [3 Years],0,0,0,,,,,
2017,IR17-I-2-1-79,Indian Institute of Technology Delhi,5,64.18,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-79.pdf,Unknown Program,2015-16,UG [4 Years],405,54,1200000,,,,,
2017,IR17-I-2-1-79,Indian Institute of Technology Delhi,5,64.18,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-79.pdf,Unknown Program,2015-16,UG [5 Years],135,0,1200000,,,,,
2017,IR17-I-2-1-319,Jawaharlal Nehru University,6,61.53,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-319.pdf,Unknown Program,2015-16,PG [2 Years],79,377,384608,,,,,
2017,IR17-I-2-1-319,Jawaharlal Nehru University,6,61.53,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-319.pdf,Unknown Program,2015-16,PG [3 Years],12,8,713000,,,,,
2017,IR17-I-2-1-319,Jawaharlal Nehru University,6,61.53,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-319.pdf,Unknown Program,2015-16,UG [3 Years],0,210,0,,,,,
2017,IR17-I-2-18248,Indian Institute of Technology Kanpur,7,60.69,Kanpur,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18248.pdf,Unknown Program,2015-16,PG [2 Years],155,65,1360000,,,,,
2017,IR17-I-2-18248,Indian Institute of Technology Kanpur,7,60.69,Kanpur,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18248.pdf,Unknown Program,2015-16,UG [4 Years],275,231,1470000,,,,,
2017,IR17-I-2-1-251,Indian Institute of Technology Guwahati,8,60.37,Guwahati,Assam,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-251.pdf,Unknown Program,2015-16,PG [2 Years],134,68,1000000,,,,,
2017,IR17-I-2-1-251,Indian Institute of Technology Guwahati,8,60.37,Guwahati,Assam,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-251.pdf,Unknown Program,2015-16,UG [4 Years],432,18,1200000,,,,,
2017,IR17-I-2-18677,Indian Institute of Technology Roorkee,9,59.84,Roorkee,Uttarakhand,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18677.pdf,Unknown Program,2015-16,PG [2 Years],510,167,900000,,,,,
2017,IR17-I-2-18677,Indian Institute of Technology Roorkee,9,59.84,Roorkee,Uttarakhand,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18677.pdf,Unknown Program,2015-16,PG [3 Years],38,11,900000,,,,,
2017,IR17-I-2-18677,Indian Institute of Technology Roorkee,9,59.84,Roorkee,Uttarakhand,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18677.pdf,Unknown Program,2015-16,UG [4 Years],591,151,900000,,,,,
2017,IR17-I-2-18677,Indian Institute of Technology Roorkee,9,59.84,Roorkee,Uttarakhand,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18677.pdf,Unknown Program,2015-16,UG [5 Years],178,56,900000,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,PG [2 Years],124,856,710000,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,PG [3 Years],26,49,800000,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,UG [3 Years],18,2389,400000,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,UG [4 Years],0,0,0,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],0,0,0,,,,,
2017,IR17-I-2-18500,Banaras Hindu University,10,58.92,Varanasi,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18500.pdf,Unknown Program,2015-16,UG [5 Years],0,0,0,,,,,
2017,IR17-I-2-30673,Jawaharlal Nehru Centre for Advanced Scientific Research,11,58.25,Bengaluru,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-30673.pdf,Unknown Program,2015-16,PG [2 Years],0,5,0,,,,,
2017,IR17-I-2-10326,Jadavpur University,12,57.32,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-10326.pdf,Unknown Program,2015-16,PG [2 Years],198,948,439000,,,,,
2017,IR17-I-2-10326,Jadavpur University,12,57.32,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-10326.pdf,Unknown Program,2015-16,PG [3 Years],0,0,0,,,,,
2017,IR17-I-2-10326,Jadavpur University,12,57.32,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-10326.pdf,Unknown Program,2015-16,UG [3 Years],0,555,0,,,,,
2017,IR17-I-2-10326,Jadavpur University,12,57.32,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-10326.pdf,Unknown Program,2015-16,UG [4 Years],669,71,560000,,,,,
2017,IR17-I-2-10326,Jadavpur University,12,57.32,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-10326.pdf,Unknown Program,2015-16,UG [5 Years],0,12,0,,,,,
2017,IR17-I-2-18292,Anna University,13,56.50,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18292.pdf,Unknown Program,2015-16,PG [2 Years],354,8,355000,,,,,
2017,IR17-I-2-18292,Anna University,13,56.50,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18292.pdf,Unknown Program,2015-16,PG [3 Years],47,0,330000,,,,,
2017,IR17-I-2-18292,Anna University,13,56.50,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18292.pdf,Unknown Program,2015-16,UG [4 Years],1324,64,500000,,,,,
2017,IR17-I-2-18292,Anna University,13,56.50,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18292.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],28,0,400000,,,,,
2017,IR17-I-2-18292,Anna University,13,56.50,Chennai,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18292.pdf,Unknown Program,2015-16,UG [5 Years],21,11,224250,,,,,
2017,IR17-I-2-1-2813521158,University of Hyderabad,14,56.30,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2813521158.pdf,Unknown Program,2015-16,PG [2 Years],242,0,485000,,,,,
2017,IR17-I-2-1-2813521158,University of Hyderabad,14,56.30,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2813521158.pdf,Unknown Program,2015-16,PG [3 Years],28,0,470000,,,,,
2017,IR17-I-2-1-2813521158,University of Hyderabad,14,56.30,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2813521158.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],0,0,0,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,PG [1 Years],0,46,0,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,PG [2 Years],782,435,600000,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,PG [3 Years],0,41,0,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,UG [3 Years],0,83,0,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,UG [4 Years],7,5,600000,,,,,
2017,IR17-I-2-18552,University of Delhi,15,55.37,Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18552.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],0,0,0,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,PG [1 Years],0,70,0,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,PG [2 Years],363,440,723000,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,PG [3 Years],115,148,410000,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,UG [3 Years],282,254,310000,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,UG [4 Years],1477,351,672000,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],0,14,0,,,,,
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,16,54.70,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18267.pdf,Unknown Program,2015-16,UG [5 Years],0,101,0,,,,,
2017,IR17-I-1-18698,Indian Institute of Management Ahmedabad,17,54.27,Ahmedabad,Gujarat,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-18698.pdf,Unknown Program,2015-16,PG [2 Years],411,0,2113516,,,,,
2017,IR17-I-2-1-618,Savitribai Phule Pune University,18,52.81,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-618.pdf,Unknown Program,2015-16,PG [1 Years],11,5,355000,,,,,
2017,IR17-I-2-1-618,Savitribai Phule Pune University,18,52.81,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-618.pdf,Unknown Program,2015-16,PG [2 Years],389,233,520000,,,,,
2017,IR17-I-2-1-618,Savitribai Phule Pune University,18,52.81,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-618.pdf,Unknown Program,2015-16,PG [3 Years],53,9,620000,,,,,
2017,IR17-I-2-1-618,Savitribai Phule Pune University,18,52.81,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-618.pdf,Unknown Program,2015-16,UG [3 Years],8,9,400000,,,,,
2017,IR17-I-2-1-618,Savitribai Phule Pune University,18,52.81,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-618.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],15,5,380000,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,PG [1 Years],26,20,0,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,PG [2 Years],312,58,380000,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,PG [3 Years],14,25,300000,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,UG [3 Years],319,12,420000,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,UG [4 Years],218,20,330000,,,,,
2017,IR17-I-2-18189,Aligarh Muslim University,19,52.74,Aligarh,Uttar Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18189.pdf,Unknown Program,2015-16,UG [5 Years],26,15,330000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,PG [1 Years],5,6,300000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,PG [2 Years],353,298,330000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,PG [3 Years],21,3,375000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,UG [3 Years],31,539,286000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,UG [4 Years],266,121,775000,,,,,
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,20,51.75,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-2814289415.pdf,Unknown Program,2015-16,UG [5 Years],64,118,375000,,,,,
2017,IR17-I-2-18599,Birla Institute of Technology & Science -Pilani,21,51.46,Pilani,Rajasthan,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18599.pdf,Unknown Program,2015-16,PG [2 Years],237,0,900000,,,,,
2017,IR17-I-2-18599,Birla Institute of Technology & Science -Pilani,21,51.46,Pilani,Rajasthan,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18599.pdf,Unknown Program,2015-16,UG [4 Years],1568,61,900000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,PG [2 Years],810,97,400000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,PG [3 Years],185,3,475000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,UG [3 Years],64,99,200000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,UG [4 Years],2544,332,500000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],440,13,600000,,,,,
2017,IR17-I-2-18572,Vellore Institute of Technology,22,51.36,Vellore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18572.pdf,Unknown Program,2015-16,UG [5 Years],0,0,0,,,,,
2017,IR17-I-2-1-243,Indian Agricultural Research Institute,23,51.20,New Delhi,Delhi,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-243.pdf,Unknown Program,2015-16,PG [2 Years],0,110,0,,,,,
2017,IR17-I-2-1-346,Indian Institute of Technology Indore,24,50.23,Indore,Madhya Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-346.pdf,Unknown Program,2015-16,PG [2 Years],1,5,600000,,,,,
2017,IR17-I-2-1-346,Indian Institute of Technology Indore,24,50.23,Indore,Madhya Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-346.pdf,Unknown Program,2015-16,UG [4 Years],83,13,900000,,,,,
2017,IR17-I-2-1-346,Indian Institute of Technology Indore,24,50.23,Indore,Madhya Pradesh,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-346.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],0,0,0,,,,,
2017,IR17-I-1-1-217,Indian Institute of Management Bangalore,25,49.26,Bengaluru,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-1-217.pdf,Unknown Program,2015-16,PG [2 Years],393,0,2000000,,,,,
2017,IR17-I-2-1-345,Indian Institute of Technology Hyderabad,26,49.07,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-345.pdf,Unknown Program,2015-16,PG [2 Years],83,25,720000,,,,,
2017,IR17-I-2-1-345,Indian Institute of Technology Hyderabad,26,49.07,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-345.pdf,Unknown Program,2015-16,PG [3 Years],16,0,1020000,,,,,
2017,IR17-I-2-1-345,Indian Institute of Technology Hyderabad,26,49.07,Hyderabad,Telangana,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-1-345.pdf,Unknown Program,2015-16,UG [4 Years],155,29,720000,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,PG [1 Years],0,0,0,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,PG [2 Years],96,631,350000,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,PG [3 Years],25,69,400000,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,UG [3 Years],239,479,400000,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,UG [4 Years],0,0,0,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,PG-Integrated [5 Years],10,10,200000,,,,,
2017,IR17-I-2-18606,Calcutta University,27,48.90,Kolkata,West Bengal,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18606.pdf,Unknown Program,2015-16,UG [5 Years],45,66,300000,,,,,
2017,IR17-I-2-15598,Tamil Nadu Agricultural University,28,48.84,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-15598.pdf,Unknown Program,2015-16,PG [2 Years],20,95,390000,,,,,
2017,IR17-I-2-15598,Tamil Nadu Agricultural University,28,48.84,Coimbatore,Tamil Nadu,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-15598.pdf,Unknown Program,2015-16,UG [4 Years],74,256,285000,,,,,
2017,IR17-I-1-18637,"Indian Institute of Science Education & Research, Pune",29,48.28,Pune,Maharashtra,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-1-18637.pdf,Unknown Program,2015-16,UG [5 Years],0,31,0,,,,,
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,30,48.27,Manipal,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18364.pdf,Unknown Program,2015-16,PG [1 Years],1,0,314000,,,,,
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,30,48.27,Manipal,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18364.pdf,Unknown Program,2015-16,PG [2 Years],432,32,300000,,,,,
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,30,48.27,Manipal,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18364.pdf,Unknown Program,2015-16,PG [3 Years],75,13,960000,,,,,
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,30,48.27,Manipal,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18364.pdf,Unknown Program,2015-16,UG [3 Years],103,24,314000,,,,,
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,30,48.27,Manipal,Karnataka,https://www.nirfindia.org/nirfpdfcdn/2017/IR17-I-2-18364.pdf,Unknown Program,2015-16,UG [4 Years],1410,90,500000,,,,,
